cliente,total_gasto,segmento
15215,1939.88,Prata
14623,1939.58,Prata
14554,1929.6,Prata
13495,1929.36,Prata
13949,1927.93,Prata
17337,1927.87,Prata
16325,1927.3400000000001,Prata
17450,1927.1,Prata
16823,1927.08,Prata
16221,1926.57,Prata
14711,1926.49,Prata
14756,1925.48,Prata
17444,1920.1399999999999,Prata
16098,1918.8,Prata
15795,1918.55,Prata
14543,1916.3400000000001,Prata
15117,1915.53,Prata
12483,1915.3200000000002,Prata
14440,1913.7800000000002,Prata
12393,1911.3500000000001,Prata
15253,1911.33,Prata
14901,1910.97,Prata
17126,1910.7,Prata
14515,1909.27,Prata
15549,1907.45,Prata
17460,1906.77,Prata
14360,1904.48,Prata
15623,1904.45,Prata
17147,1904.03,Prata
15392,1903.91,Prata
14685,1903.42,Prata
14710,1899.19,Prata
15620,1899.16,Prata
13755,1897.35,Prata
16600,1895.29,Prata
16788,1891.3,Prata
17969,1890.03,Prata
16202,1886.6200000000001,Prata
14790,1882.49,Prata
17873,1881.1200000000001,Prata
16332,1877.69,Prata
12725,1877.22,Prata
14988,1870.22,Prata
15531,1864.95,Prata
15272,1864.3500000000001,Prata
14235,1860.31,Prata
14127,1860.13,Prata
14276,1859.63,Prata
16725,1855.23,Prata
16416,1855.02,Prata
15140,1854.03,Prata
12518,1852.83,Prata
16770,1852.23,Prata
14152,1851.9,Prata
17159,1851.11,Prata
14250,1850.53,Prata
16032,1850.09,Prata
17158,1849.44,Prata
16049,1846.31,Prata
16317,1845.94,Prata
13092,1843.21,Prata
17115,1842.48,Prata
13627,1839.76,Prata
12978,1838.72,Prata
15095,1838.24,Prata
14321,1837.3600000000001,Prata
14555,1833.8500000000001,Prata
16191,1832.95,Prata
13761,1832.77,Prata
16942,1832.33,Prata
14541,1829.73,Prata
13330,1826.29,Prata
16619,1824.75,Prata
15489,1824.29,Prata
13503,1824.19,Prata
15953,1823.72,Prata
17259,1823.34,Prata
17720,1823.24,Prata
16036,1822.56,Prata
17797,1822.17,Prata
16797,1821.47,Prata
14496,1821.3,Prata
16110,1819.27,Prata
13884,1819.18,Prata
13908,1817.99,Prata
18215,1810.45,Prata
12599,1808.56,Prata
14704,1807.69,Prata
15605,1806.65,Prata
13208,1805.7,Prata
17434,1804.42,Prata
12975,1802.07,Prata
17705,1800.62,Prata
17015,1792.64,Prata
18198,1790.38,Prata
13276,1788.3600000000001,Prata
15452,1786.51,Prata
14469,1786.45,Prata
14651,1785.92,Prata
14129,1784.46,Prata
16595,1783.3,Prata
14564,1782.52,Prata
13782,1780.28,Prata
17594,1778.03,Prata
15081,1775.82,Prata
13450,1774.76,Prata
16511,1772.22,Prata
16374,1771.45,Prata
12531,1771.2,Prata
17655,1769.03,Prata
16553,1769.03,Prata
15366,1765.98,Prata
17095,1765.76,Prata
14893,1765.69,Prata
15606,1765.63,Prata
12494,1765.15,Prata
12586,1764.3700000000001,Prata
17597,1760.96,Prata
18204,1760.43,Prata
18151,1759.59,Prata
16379,1756.88,Prata
14481,1756.57,Prata
15050,1755.52,Prata
17131,1753.6200000000001,Prata
17432,1751.39,Prata
18236,1750.8,Prata
13700,1750.14,Prata
17288,1749.5,Prata
14583,1747.97,Prata
17609,1747.3999999999999,Prata
18016,1746.6,Prata
13501,1744.57,Prata
15865,1744.16,Prata
16812,1741.0800000000002,Prata
12687,1740.47,Prata
13591,1740.14,Prata
18122,1736.67,Prata
12733,1734.97,Prata
13693,1734.48,Prata
17629,1733.62,Prata
15506,1727.85,Prata
16474,1727.74,Prata
16809,1727.43,Prata
15889,1726.36,Prata
15594,1726.3,Prata
14808,1726.12,Prata
12415,1724.49,Prata
16979,1722.92,Prata
16529,1717.25,Prata
17162,1715.46,Prata
15730,1712.66,Prata
18179,1711.8700000000001,Prata
14447,1711.73,Prata
15826,1709.6100000000001,Prata
17813,1707.68,Prata
15990,1707.25,Prata
15602,1707.05,Prata
16652,1703.61,Prata
13155,1703.38,Prata
13476,1701.82,Prata
13924,1698.75,Prata
15288,1698.53,Prata
17754,1698.39,Prata
12997,1697.47,Prata
12849,1692.8700000000001,Prata
14916,1691.6299999999999,Prata
16485,1691.46,Prata
12644,1691.45,Prata
12352,1691.29,Prata
15326,1687.92,Prata
13168,1687.51,Prata
12676,1687.22,Prata
16611,1686.28,Prata
15550,1686.25,Prata
17505,1685.82,Prata
16010,1685.71,Prata
16348,1684.74,Prata
14584,1684.11,Prata
16426,1683.13,Prata
17585,1682.3799999999999,Prata
17974,1681.45,Prata
18096,1679.4,Prata
15125,1676.64,Prata
14544,1675.56,Prata
16290,1674.5,Prata
13648,1674.38,Prata
17897,1674.23,Prata
15157,1671.87,Prata
12610,1668.34,Prata
15976,1666.78,Prata
12456,1666.24,Prata
15248,1666.22,Prata
17669,1664.6100000000001,Prata
17165,1663.37,Prata
13561,1662.62,Prata
17490,1660.71,Prata
16214,1659.05,Prata
17289,1658.8700000000001,Prata
13711,1657.22,Prata
15996,1656.66,Prata
13889,1654.93,Prata
13566,1654.22,Prata
16172,1651.51,Prata
16175,1650.84,Prata
12584,1647.2,Prata
15425,1644.27,Prata
15252,1643.75,Prata
14327,1641.3700000000001,Prata
13240,1641.3,Prata
15456,1640.5900000000001,Prata
13294,1639.58,Prata
18180,1637.38,Prata
15911,1637.24,Prata
17744,1637.2,Prata
13694,1637.04,Prata
18139,1635.06,Prata
16105,1632.83,Prata
17731,1629.79,Prata
16004,1626.6000000000001,Prata
14759,1625.97,Prata
15985,1625.3200000000002,Prata
14232,1623.21,Prata
17157,1622.58,Prata
15220,1620.2,Prata
13643,1619.81,Prata
14492,1619.63,Prata
14035,1619.3,Prata
16813,1618.82,Prata
14829,1618.4,Prata
17571,1616.39,Prata
12670,1615.21,Prata
15214,1614.64,Prata
17451,1613.7,Prata
12560,1613.41,Prata
12986,1611.1200000000001,Prata
17041,1609.16,Prata
13309,1608.81,Prata
15128,1607.52,Prata
15789,1606.37,Prata
17321,1604.91,Prata
14915,1604.8500000000001,Prata
17048,1604.71,Prata
14719,1602.13,Prata
15325,1602.01,Prata
17633,1601.93,Prata
15608,1601.66,Prata
13663,1601.55,Prata
14387,1601.44,Prata
13297,1600.83,Prata
14634,1600.54,Prata
12412,1599.79,Prata
15222,1598.07,Prata
13850,1595.48,Prata
16076,1592.6100000000001,Prata
12947,1590.23,Prata
12933,1587.57,Prata
14482,1586.03,Prata
17671,1583.6200000000001,Prata
15551,1583.08,Prata
18009,1582.03,Prata
14305,1581.76,Prata
13854,1576.37,Prata
14245,1574.65,Prata
15530,1573.7,Prata
13417,1573.49,Prata
16124,1572.99,Prata
17649,1572.5900000000001,Prata
15466,1571.01,Prata
14920,1569.85,Prata
17624,1568.63,Prata
17323,1565.59,Prata
12577,1565.01,Prata
16625,1563.31,Prata
18022,1562.81,Prata
14304,1562.25,Prata
13824,1561.07,Prata
12684,1559.3899999999999,Prata
13156,1558.7,Prata
14587,1555.33,Prata
18161,1554.83,Prata
12784,1552.75,Prata
15201,1551.1100000000001,Prata
14754,1550.48,Prata
17534,1549.63,Prata
12649,1548.79,Prata
12926,1548.46,Prata
14607,1546.26,Prata
17341,1545.23,Prata
13363,1544.3,Prata
16618,1543.6299999999999,Prata
15167,1542.67,Prata
14399,1541.96,Prata
15384,1539.69,Prata
14001,1537.6100000000001,Prata
13665,1537.3999999999999,Prata
16461,1533.86,Prata
17350,1533.121,Prata
12600,1531.4,Prata
13831,1525.92,Prata
13042,1525.34,Prata
13717,1524.34,Prata
14590,1522.52,Prata
15736,1519.54,Prata
14794,1518.65,Prata
16790,1517.18,Prata
17610,1516.89,Prata
12607,1516.51,Prata
16340,1512.14,Prata
15701,1511.9,Prata
13878,1511.67,Prata
12582,1510.39,Prata
16910,1510.06,Prata
17642,1509.95,Prata
14224,1508.99,Prata
17454,1508.14,Prata
13725,1508.1200000000001,Prata
13538,1507.63,Prata
14834,1506.16,Prata
13881,1505.78,Prata
14178,1505.21,Prata
14918,1503.8400000000001,Prata
13158,1500.62,Prata
17083,1492.33,Prata
14198,1488.13,Prata
17515,1479.36,Prata
13799,1478.8899999999999,Prata
15807,1478.38,Prata
14130,1477.55,Prata
16121,1477.09,Prata
13554,1475.78,Prata
16054,1474.07,Prata
12528,1473.13,Prata
16634,1471.75,Prata
18171,1471.63,Prata
13138,1467.24,Prata
17028,1466.67,Prata
14489,1465.85,Prata
15948,1462.29,Prata
14657,1460.8700000000001,Prata
17851,1459.24,Prata
18196,1458.01,Prata
15798,1456.56,Prata
14136,1455.43,Prata
16224,1454.7,Prata
12438,1454.37,Prata
15427,1454.1,Prata
13649,1453.67,Prata
17584,1452.4,Prata
15732,1451.6100000000001,Prata
14738,1448.94,Prata
13310,1448.2,Prata
17837,1446.08,Prata
16650,1445.43,Prata
15972,1444.27,Prata
18235,1443.78,Prata
13329,1441.53,Prata
13506,1441.47,Prata
14682,1441.33,Prata
15013,1439.95,Prata
18061,1439.46,Prata
13819,1437.8500000000001,Prata
16880,1436.92,Prata
14850,1435.81,Prata
18036,1435.48,Prata
12500,1434.78,Prata
13184,1433.51,Prata
13259,1433.38,Prata
16620,1433.19,Prata
13900,1432.27,Prata
17073,1432.17,Prata
15422,1432.02,Prata
15172,1430.73,Prata
14420,1430.05,Prata
14418,1428.16,Prata
14264,1428.16,Prata
14068,1427.47,Prata
12970,1426.45,Prata
17870,1425.68,Prata
16232,1423.12,Prata
17764,1421.68,Prata
12778,1421.56,Prata
14186,1421.39,Prata
16899,1421.35,Prata
12669,1420.17,Prata
14177,1420.1,Prata
17814,1419.95,Prata
13531,1419.72,Prata
15402,1419.05,Prata
15279,1418.78,Prata
15444,1418.26,Prata
16266,1416.5,Prata
13082,1415.91,Prata
15590,1411.1,Prata
16835,1410.91,Prata
16017,1409.08,Prata
14684,1407.35,Prata
17742,1406.91,Prata
16833,1406.3400000000001,Prata
13740,1405.93,Prata
15237,1405.48,Prata
16774,1405.42,Prata
17402,1404.48,Prata
15192,1402.71,Prata
13370,1402.3,Prata
16859,1401.08,Prata
13695,1398.37,Prata
17739,1397.99,Prata
12381,1393.91,Prata
15611,1393.1200000000001,Prata
16300,1392.43,Prata
18189,1389.81,Prata
12693,1389.62,Prata
15453,1388.37,Prata
13382,1387.58,Prata
14553,1385.79,Prata
18071,1383.63,Prata
13154,1383.54,Prata
12911,1382.74,Prata
13500,1382.18,Prata
14226,1381.89,Prata
15814,1381.36,Prata
14071,1379.72,Prata
12585,1378.3,Prata
15261,1377.8,Prata
17150,1375.65,Prata
13583,1374.951,Prata
15339,1374.48,Prata
13186,1373.71,Prata
12379,1373.62,Prata
14741,1373.19,Prata
17590,1372.99,Prata
16197,1371.3600000000001,Prata
13821,1370.78,Prata
12399,1369.29,Prata
14692,1369.19,Prata
13402,1367.31,Prata
12458,1366.67,Prata
15607,1366.67,Prata
15574,1366.63,Prata
13064,1366.42,Prata
14389,1366.09,Prata
16848,1364.82,Prata
14628,1362.61,Prata
17086,1362.2,Prata
16491,1362.14,Prata
13475,1355.46,Prata
12870,1354.19,Prata
13705,1352.65,Prata
17908,1352.27,Prata
14414,1352.02,Prata
16654,1351.02,Prata
16092,1349.5,Prata
15154,1348.6100000000001,Prata
16245,1348.26,Prata
16639,1346.38,Prata
15398,1345.53,Prata
14421,1345.3,Prata
12463,1344.78,Prata
14409,1344.57,Prata
16996,1343.67,Prata
14134,1342.41,Prata
12425,1341.03,Prata
14631,1339.9,Prata
14831,1339.47,Prata
12775,1338.16,Prata
14083,1337.99,Prata
13159,1337.59,Prata
15173,1336.08,Prata
13337,1334.94,Prata
16173,1334.17,Prata
13239,1334.12,Prata
16669,1332.6200000000001,Prata
17932,1331.57,Prata
15580,1330.34,Prata
13265,1330.01,Prata
13118,1329.51,Prata
17734,1329.3,Prata
16367,1329.28,Prata
16372,1328.61,Prata
15681,1328.16,Prata
18136,1327.76,Prata
14265,1327.63,Prata
12952,1327.31,Prata
14909,1326.63,Prata
14662,1326.51,Prata
15106,1326.4,Prata
14246,1326.1,Prata
14021,1325.42,Prata
17179,1323.96,Prata
12674,1323.8,Prata
17796,1322.39,Prata
14577,1320.6100000000001,Prata
16370,1320.56,Prata
18276,1320.04,Prata
12886,1319.96,Prata
13407,1318.24,Prata
14113,1316.57,Prata
13579,1315.72,Prata
12514,1314.88,Prata
13224,1313.32,Prata
16169,1312.59,Prata
16463,1312.48,Prata
15076,1311.78,Prata
14487,1311.71,Prata
13397,1311.24,Prata
13939,1310.88,Prata
12783,1309.95,Prata
15678,1309.47,Prata
17714,1309.32,Prata
16894,1308.94,Prata
13846,1307.79,Prata
16777,1307.76,Prata
14320,1306.85,Prata
18202,1306.39,Prata
16926,1303.2,Prata
16398,1302.9,Prata
17429,1300.66,Prata
17097,1300.65,Prata
13539,1299.9,Prata
12809,1299.74,Prata
14479,1299.11,Prata
18106,1295.81,Prata
15525,1295.7,Prata
17135,1295.4,Prata
12383,1293.94,Prata
14225,1292.22,Prata
14875,1291.91,Prata
13232,1291.36,Prata
12369,1291.03,Prata
17496,1289.94,Prata
15468,1288.04,Prata
14465,1286.3200000000002,Prata
16222,1285.82,Prata
16212,1283.21,Prata
18221,1282.8,Prata
13371,1282.41,Prata
15751,1281.92,Prata
17002,1281.25,Prata
17853,1280.98,Prata
17236,1279.96,Prata
16714,1279.8,Prata
13497,1279.53,Prata
13803,1278.43,Prata
14474,1278.08,Prata
13243,1278.04,Prata
17222,1277.95,Prata
13786,1276.07,Prata
16574,1275.3799999999999,Prata
17950,1273.46,Prata
12398,1273.24,Prata
16756,1272.42,Prata
17272,1271.97,Prata
17046,1271.69,Prata
16906,1271.5,Prata
14715,1270.75,Prata
13183,1268.34,Prata
17037,1267.32,Prata
16366,1266.23,Prata
13149,1265.78,Prata
12418,1265.41,Prata
14899,1264.18,Prata
15289,1261.41,Prata
16493,1261.32,Prata
13065,1260.91,Prata
14419,1260.91,Prata
15038,1260.36,Prata
14167,1258.24,Prata
12402,1256.9,Prata
16464,1256.72,Prata
16384,1254.01,Prata
13808,1253.3600000000001,Prata
15774,1252.14,Prata
14698,1250.76,Prata
15134,1250.15,Prata
16359,1249.46,Prata
16762,1249.13,Prata
15027,1248.33,Prata
12704,1247.52,Prata
17311,1245.65,Prata
12526,1244.66,Prata
15476,1241.46,Prata
12739,1240.69,Prata
17529,1240.25,Prata
13753,1239.71,Prata
15211,1239.23,Prata
13860,1236.78,Prata
16631,1233.71,Prata
15376,1233.3600000000001,Prata
16907,1232.94,Prata
13814,1232.42,Prata
12356,1232.23,Prata
15411,1228.5,Prata
16295,1227.91,Prata
16296,1226.47,Prata
15303,1224.18,Prata
13199,1224.05,Prata
14114,1223.83,Prata
14216,1222.85,Prata
17888,1221.19,Prata
16527,1220.84,Prata
13278,1219.97,Prata
17521,1219.74,Prata
12993,1219.31,Prata
15009,1216.78,Prata
15390,1216.66,Prata
15630,1215.95,Prata
17203,1215.62,Prata
16727,1214.82,Prata
17603,1214.2,Prata
18177,1214.07,Prata
17054,1210.18,Prata
15074,1210.17,Prata
12457,1206.53,Prata
14921,1205.73,Prata
16768,1205.72,Prata
17062,1201.38,Prata
16205,1201.25,Prata
12426,1201.21,Prata
15141,1200.91,Prata
17656,1200.65,Prata
16744,1200.17,Prata
12424,1200.15,Prata
18085,1199.8,Prata
13085,1199.48,Prata
15579,1196.3,Prata
13377,1195.56,Prata
15599,1195.46,Prata
13989,1195.02,Prata
17006,1193.72,Prata
12605,1193.35,Prata
12932,1192.78,Prata
17438,1192.31,Prata
15146,1191.92,Prata
15136,1189.5,Prata
13211,1188.21,Prata
12364,1188.18,Prata
15322,1187.67,Prata
14116,1186.84,Prata
16551,1186.75,Prata
13863,1186.0,Prata
12620,1185.8899999999999,Prata
16129,1185.69,Prata
18181,1185.14,Prata
17345,1184.55,Prata
13515,1184.22,Prata
14871,1180.97,Prata
14490,1180.59,Prata
15799,1180.17,Prata
13019,1179.55,Prata
17539,1179.17,Prata
15584,1178.75,Prata
17713,1177.29,Prata
14025,1177.26,Prata
17750,1176.62,Prata
12533,1175.74,Prata
14446,1174.28,Prata
14861,1174.24,Prata
18094,1174.1200000000001,Prata
13752,1173.69,Prata
16801,1170.75,Prata
16980,1168.73,Prata
17540,1168.2,Prata
17526,1166.67,Prata
17812,1165.8899999999999,Prata
14655,1165.66,Prata
17456,1164.94,Prata
15932,1163.15,Prata
16800,1161.17,Prata
14591,1160.14,Prata
15939,1158.28,Prata
12439,1158.18,Prata
15629,1157.7,Prata
13308,1157.33,Prata
14020,1155.77,Prata
14231,1155.72,Prata
14284,1154.99,Prata
17984,1154.67,Prata
14480,1153.4,Prata
16653,1153.26,Prata
14336,1151.51,Prata
13140,1151.33,Prata
13304,1149.47,Prata
16929,1148.51,Prata
13375,1146.78,Prata
17360,1145.13,Prata
12987,1144.41,Prata
14511,1143.73,Prata
16769,1141.75,Prata
17169,1141.61,Prata
16854,1140.58,Prata
17848,1139.76,Prata
17822,1139.26,Prata
16233,1138.6100000000001,Prata
17368,1137.3899999999999,Prata
13919,1137.26,Prata
16946,1137.09,Prata
12915,1136.5,Prata
12407,1134.56,Prata
15064,1134.25,Prata
13601,1134.2,Prata
15677,1134.08,Prata
16830,1133.8600000000001,Prata
14412,1133.69,Prata
17137,1133.63,Prata
13023,1133.3700000000001,Prata
13855,1130.65,Prata
16014,1130.27,Prata
13797,1128.45,Prata
12885,1128.42,Prata
14431,1127.6100000000001,Prata
15068,1126.09,Prata
16588,1125.83,Prata
17481,1125.51,Prata
16951,1125.06,Prata
18252,1124.67,Prata
15737,1124.2,Prata
16037,1124.14,Prata
17411,1123.3,Prata
15436,1122.53,Prata
16159,1120.74,Prata
17109,1119.18,Prata
18060,1118.41,Prata
13293,1116.44,Prata
16693,1116.3,Prata
13462,1114.25,Prata
12469,1113.7,Prata
16174,1112.35,Prata
15694,1112.25,Prata
15069,1109.53,Prata
15559,1109.4,Prata
18149,1109.1299999999999,Prata
17061,1107.35,Prata
16043,1106.0900000000001,Prata
16391,1103.61,Prata
12910,1103.6,Prata
17343,1103.04,Prata
14295,1102.16,Prata
17664,1099.03,Prata
16345,1098.74,Prata
16916,1097.12,Prata
17759,1096.85,Prata
15500,1096.28,Prata
16842,1096.19,Prata
13835,1095.27,Prata
15800,1095.13,Prata
16354,1094.95,Prata
15671,1093.71,Prata
13521,1093.65,Prata
16501,1093.53,Prata
14408,1093.01,Prata
13360,1092.34,Prata
17726,1092.06,Prata
14397,1091.12,Prata
15561,1091.11,Prata
17635,1090.5,Prata
14343,1088.91,Prata
16608,1086.9,Prata
14428,1085.71,Prata
16203,1083.58,Prata
14744,1081.7,Prata
16418,1080.94,Prata
14382,1080.72,Prata
18125,1080.71,Prata
13916,1080.31,Prata
14240,1079.94,Prata
13295,1078.57,Prata
13607,1078.31,Prata
16071,1076.8,Prata
13486,1075.25,Prata
16176,1074.29,Prata
15600,1073.79,Prata
14820,1072.59,Prata
17703,1071.44,Prata
13202,1067.75,Prata
13109,1066.1100000000001,Prata
14619,1065.24,Prata
17242,1065.24,Prata
13299,1064.2,Prata
16903,1062.28,Prata
18277,1061.8500000000001,Prata
13459,1061.59,Prata
14379,1061.01,Prata
17727,1060.25,Prata
13567,1059.89,Prata
16261,1059.45,Prata
16521,1059.01,Prata
17555,1057.74,Prata
15004,1056.9,Prata
14734,1056.42,Prata
14006,1056.35,Prata
16140,1056.0,Prata
17554,1055.71,Prata
12710,1053.62,Prata
13435,1052.92,Prata
17545,1050.96,Prata
13443,1050.32,Prata
13030,1050.22,Prata
15535,1049.57,Prata
16013,1049.3,Prata
14206,1047.31,Prata
14813,1046.97,Prata
14193,1046.55,Prata
16688,1046.48,Prata
14251,1045.26,Prata
17420,1044.83,Prata
14375,1044.79,Prata
17324,1044.05,Prata
14450,1042.59,Prata
17828,1041.32,Prata
15636,1040.68,Prata
13613,1039.8500000000001,Prata
14075,1039.74,Prata
14695,1038.0900000000001,Prata
13617,1037.81,Prata
14775,1037.58,Prata
17531,1036.64,Prata
17201,1036.24,Prata
16787,1035.43,Prata
13874,1034.5,Prata
16441,1034.43,Prata
16163,1034.18,Prata
16188,1034.02,Prata
15573,1033.64,Prata
13897,1033.28,Prata
15149,1033.03,Prata
14856,1032.14,Prata
12630,1030.88,Prata
14847,1030.65,Prata
17373,1030.4,Prata
14971,1030.19,Prata
17562,1029.02,Prata
18025,1028.44,Prata
14233,1026.81,Prata
12648,1026.45,Prata
18286,1025.42,Prata
15801,1024.35,Prata
17362,1024.04,Prata
17235,1023.12,Prata
12653,1023.02,Prata
17290,1021.08,Prata
14891,1020.45,Prata
14905,1019.2900000000001,Prata
15994,1019.1,Prata
12717,1018.96,Prata
16307,1016.96,Prata
17800,1016.61,Prata
15885,1016.52,Prata
17027,1016.52,Prata
18130,1016.31,Prata
12619,1016.01,Prata
15933,1015.9,Prata
13920,1015.0,Prata
14355,1014.45,Prata
12689,1013.4499999999999,Prata
15951,1013.17,Prata
14938,1013.11,Prata
13388,1013.0,Prata
17905,1012.79,Prata
16805,1012.34,Prata
14725,1012.34,Prata
15108,1012.25,Prata
13744,1012.0,Prata
15664,1011.16,Prata
12678,1011.01,Prata
12434,1010.83,Prata
12546,1009.98,Prata
12611,1009.72,Prata
16572,1009.6,Prata
15763,1007.02,Prata
15104,1006.44,Prata
13787,1005.04,Prata
12765,1004.98,Prata
14904,1004.92,Prata
12639,1002.17,Prata
16139,1001.89,Prata
16728,1000.97,Prata
14019,1000.81,Prata
15187,1000.6999999999999,Prata
12591,1000.4,Prata
12960,1000.27,Prata
18143,1000.16,Prata
14214,997.54,Bronze
17058,995.63,Bronze
15745,995.59,Bronze
12742,995.0,Bronze
14009,994.91,Bronze
17282,994.48,Bronze
17397,993.1800000000001,Bronze
12580,992.6,Bronze
17631,991.65,Bronze
12728,989.77,Bronze
13959,989.4,Bronze
15822,988.11,Bronze
15088,987.77,Bronze
12866,986.9,Bronze
18073,986.6,Bronze
12673,986.52,Bronze
14383,985.82,Bronze
12716,985.81,Bronze
15639,985.48,Bronze
14005,984.8,Bronze
17214,984.12,Bronze
17090,983.8100000000001,Bronze
12694,983.75,Bronze
18160,983.08,Bronze
14157,982.62,Bronze
14400,982.41,Bronze
12695,982.39,Bronze
15026,980.3100000000001,Bronze
14675,979.5,Bronze
16231,979.3,Bronze
16898,978.93,Bronze
17198,978.48,Bronze
17405,978.3100000000001,Bronze
15145,978.03,Bronze
15839,977.66,Bronze
13456,977.22,Bronze
14948,975.9100000000001,Bronze
17173,975.72,Bronze
15165,975.5,Bronze
17410,975.02,Bronze
12994,974.4200000000001,Bronze
18268,974.19,Bronze
17007,974.01,Bronze
15003,973.04,Bronze
15025,972.53,Bronze
16533,971.72,Bronze
17190,971.35,Bronze
13984,970.92,Bronze
16292,970.8,Bronze
18193,970.51,Bronze
17694,970.39,Bronze
12374,969.61,Bronze
16223,968.5500000000001,Bronze
12421,967.88,Bronze
14512,967.87,Bronze
15022,967.82,Bronze
15907,967.45,Bronze
16167,965.88,Bronze
15652,965.09,Bronze
13467,964.51,Bronze
17081,964.39,Bronze
13602,964.33,Bronze
14561,964.12,Bronze
12446,964.0600000000001,Bronze
17175,963.58,Bronze
14013,962.98,Bronze
16284,962.33,Bronze
13956,962.29,Bronze
13760,962.24,Bronze
15695,961.8100000000001,Bronze
18263,961.1999999999999,Bronze
14994,960.63,Bronze
13395,960.25,Bronze
13039,959.73,Bronze
14629,959.01,Bronze
16991,958.59,Bronze
14958,957.9399999999999,Bronze
15713,957.69,Bronze
13656,957.29,Bronze
14679,957.08,Bronze
13546,956.09,Bronze
16471,955.98,Bronze
15828,955.82,Bronze
12385,955.7,Bronze
15186,954.82,Bronze
12811,954.5,Bronze
14902,954.26,Bronze
17997,954.15,Bronze
16838,954.05,Bronze
16884,953.14,Bronze
15614,952.98,Bronze
14691,952.39,Bronze
13867,951.69,Bronze
13201,951.49,Bronze
13245,950.97,Bronze
16306,949.82,Bronze
14139,949.76,Bronze
14142,949.13,Bronze
12711,949.0500000000001,Bronze
15464,949.0,Bronze
14953,948.85,Bronze
16637,948.71,Bronze
15441,948.6700000000001,Bronze
16385,948.51,Bronze
17100,948.34,Bronze
15787,948.05,Bronze
12703,946.23,Bronze
16096,946.12,Bronze
15980,945.4,Bronze
12972,944.9200000000001,Bronze
14484,944.44,Bronze
17516,943.63,Bronze
13447,943.53,Bronze
13359,943.3100000000001,Bronze
12942,942.65,Bronze
14223,942.41,Bronze
13636,942.28,Bronze
12534,941.38,Bronze
18156,941.1700000000001,Bronze
13750,940.82,Bronze
14818,940.8100000000001,Bronze
16584,940.19,Bronze
14859,939.84,Bronze
13748,939.55,Bronze
14261,939.49,Bronze
15626,939.16,Bronze
14805,939.04,Bronze
15523,938.1,Bronze
15176,938.09,Bronze
13000,937.46,Bronze
16723,936.71,Bronze
17277,936.45,Bronze
13800,936.02,Bronze
17244,935.77,Bronze
17472,935.1,Bronze
14966,934.6,Bronze
16863,934.6,Bronze
16781,934.25,Bronze
13936,932.8199999999999,Bronze
14550,932.23,Bronze
14078,931.97,Bronze
12396,931.43,Bronze
13516,931.26,Bronze
18057,930.42,Bronze
13857,928.63,Bronze
17749,928.26,Bronze
13492,928.14,Bronze
16772,926.9,Bronze
18237,926.62,Bronze
15850,926.52,Bronze
17142,926.3,Bronze
14140,925.93,Bronze
13292,924.67,Bronze
16451,924.35,Bronze
14128,924.21,Bronze
15449,923.16,Bronze
13034,922.68,Bronze
16895,922.1700000000001,Bronze
14364,921.0,Bronze
15792,919.9200000000001,Bronze
16119,919.69,Bronze
13872,919.57,Bronze
13440,919.5500000000001,Bronze
16419,918.96,Bronze
12985,918.86,Bronze
15542,918.45,Bronze
17132,918.27,Bronze
12762,917.57,Bronze
15210,917.44,Bronze
13204,916.26,Bronze
14229,915.48,Bronze
14870,915.3000000000001,Bronze
16249,915.2900000000001,Bronze
17878,914.44,Bronze
17860,914.4,Bronze
16141,914.34,Bronze
17886,914.33,Bronze
14204,914.1,Bronze
15646,913.2900000000001,Bronze
17544,912.99,Bronze
17020,912.22,Bronze
17499,912.21,Bronze
14359,912.18,Bronze
14350,911.92,Bronze
15879,911.61,Bronze
15919,910.61,Bronze
16411,910.1899999999999,Bronze
17302,910.13,Bronze
12475,909.6,Bronze
14549,908.99,Bronze
14729,907.38,Bronze
15243,907.12,Bronze
16702,906.74,Bronze
17883,906.6,Bronze
13639,906.17,Bronze
12808,906.1,Bronze
17990,905.86,Bronze
13167,905.31,Bronze
17604,905.25,Bronze
13873,905.0,Bronze
16066,903.87,Bronze
13238,902.63,Bronze
14297,902.5699999999999,Bronze
15706,902.16,Bronze
17421,902.05,Bronze
13882,900.84,Bronze
14672,900.71,Bronze
13439,900.45,Bronze
13549,900.4,Bronze
14548,900.34,Bronze
12462,900.15,Bronze
16518,899.37,Bronze
16083,899.1800000000001,Bronze
16278,897.84,Bronze
12592,897.4399999999999,Bronze
17189,897.24,Bronze
16361,896.66,Bronze
15992,896.6,Bronze
16102,896.54,Bronze
18259,894.9000000000001,Bronze
12549,894.3199999999999,Bronze
13569,893.78,Bronze
12862,892.37,Bronze
12432,891.88,Bronze
17299,891.72,Bronze
15151,890.51,Bronze
17042,889.22,Bronze
12828,888.46,Bronze
17708,887.9300000000001,Bronze
13976,886.78,Bronze
14821,886.5500000000001,Bronze
14686,885.83,Bronze
14454,885.5,Bronze
15707,885.46,Bronze
15363,885.3100000000001,Bronze
13122,884.95,Bronze
17977,884.87,Bronze
12525,883.73,Bronze
15254,883.3100000000001,Bronze
17322,882.63,Bronze
16643,882.3100000000001,Bronze
17679,882.06,Bronze
15841,881.8199999999999,Bronze
15957,879.7,Bronze
16442,878.47,Bronze
15812,878.35,Bronze
14108,878.16,Bronze
12805,878.15,Bronze
17588,877.35,Bronze
